0, 961, 0.786095006849
0, 962, 0.960419053319
0, 963, 0.5188985802
1, 961, 0.340290579302
1, 962, 0.212108194955
1, 963, 0.143819685778
2, 961, 0.853250355941
2, 962, 0.517689180088
2, 963, 0.463711558062
3, 961, 0.642230259435
3, 962, 0.328527697455
3, 963, 0.742605738713
4, 961, 0.45347047309
4, 962, 0.287100765981
4, 963, 0.760635383744
5, 961, 0.0345165584593
5, 962, 0.989707163199
5, 963, 0.968722043474
6, 961, 0.579691138849
6, 962, 0.0883235559843
6, 963, 0.123307526044
7, 961, 0.113766093272
7, 962, 0.0605363784504
7, 963, 0.846397636021
8, 961, 0.320329735033
8, 962, 0.557768243838
8, 963, 0.375604708219
9, 961, 0.548145314852
9, 962, 0.684416344119
9, 963, 0.257110099516
10, 961, 0.0292348782403
10, 962, 0.769822947681
10, 963, 0.966713327723
11, 961, 0.306534709174
11, 962, 0.407384159355
11, 963, 0.317491915111
12, 961, 0.266361783331
12, 962, 0.382872859328
12, 963, 0.931529201148
13, 961, 0.83971025595
13, 962, 0.593456999353
13, 963, 0.425168439751
14, 961, 0.343933271863
14, 962, 0.64524700756
14, 963, 0.556705880283
15, 961, 0.0551336082067
15, 962, 0.557441551574
15, 963, 0.596923786365
16, 961, 0.731744431362
16, 962, 0.856524978737
16, 963, 0.955138652485
17, 961, 0.131591216992
17, 962, 0.139133935992
17, 963, 0.531948660103
18, 961, 0.713432880177
18, 962, 0.206573855233
18, 963, 0.857803385383
19, 961, 0.5480596083
19, 962, 0.179493335555
19, 963, 0.958391352397
20, 961, 0.830407328454
20, 962, 0.111161624667
20, 963, 0.149436558833
21, 961, 0.124216103358
21, 962, 0.358981226639
21, 963, 0.590095487289
22, 961, 0.267357747868
22, 962, 0.388180475346
22, 963, 0.119229830448
23, 961, 0.361997530243
23, 962, 0.531888500615
23, 963, 0.523541877345
24, 961, 0.394782423024
24, 962, 0.116434805767
24, 963, 0.168630313474
25, 961, 0.490657943366
25, 962, 0.305519776475
25, 963, 0.996021080852
26, 961, 0.44153381868
26, 962, 0.204085979938
26, 963, 0.493175321028
27, 961, 0.933083178565
27, 962, 0.962264512881
27, 963, 0.554330579986
28, 961, 0.56670710831
28, 962, 0.0613008525934
28, 963, 0.725832588851
29, 961, 0.650686215353
29, 962, 0.480018974881
29, 963, 0.5305408125
30, 961, 0.507830435188
30, 962, 0.467511661534
30, 963, 0.6135023146
31, 961, 0.341276136842
31, 962, 0.822144930267
31, 963, 0.851912366269
32, 961, 0.00630745601285
32, 962, 0.39527443251
32, 963, 0.883785673327
33, 961, 0.90703977034
33, 962, 0.146078564145
33, 963, 0.278186477597
34, 961, 0.898916938333
34, 962, 0.9273238878
34, 963, 0.391217492424
35, 961, 0.910052222184
35, 962, 0.838804168981
35, 963, 0.697158924994
36, 961, 0.94405582474
36, 962, 0.458559808707
36, 963, 0.852053536867
37, 961, 0.439328080083
37, 962, 0.843298924224
37, 963, 0.606967078652
38, 961, 0.0261642545169
38, 962, 0.125601687939
38, 963, 0.174972696381
39, 961, 0.833402749913
39, 962, 0.848417867665
39, 963, 0.288473892486
40, 961, 0.308694526715
40, 962, 0.74591992373
40, 963, 0.55137144821
41, 961, 0.354728820257
41, 962, 0.710652513618
41, 963, 0.305309208609
42, 961, 0.149754102724
42, 962, 0.64448506566
42, 963, 0.663753583456
43, 961, 0.776222662812
43, 962, 0.0232735372697
43, 963, 0.520812729249
44, 961, 0.47235347002
44, 962, 0.317085224152
44, 963, 0.431122160149
45, 961, 0.827928433533
45, 962, 0.0263439120377
45, 963, 0.385892484056
46, 961, 0.135289707969
